physician_profile_id,physician_first_name,physician_last_name,submitting_applicable_manufacturer_or_applicable_gpo_name,total_amount_of_payment_usdollars,date_of_payment,nature_of_payment_or_transfer_of_value
132,LISA,MADSEN,ORGANOGENESIS INC.,42.25,3/12/2020,Food and Beverage
199403,LOAN,LAM,ORGANOGENESIS INC.,23.14,6/19/2020,Food and Beverage
199403,LOAN,LAM,ORGANOGENESIS INC.,19.21,5/13/2020,Food and Beverage
7131030,LOGAN,ORR,ORGANOGENESIS INC.,11.7,6/17/2020,Food and Beverage
7131030,LOGAN,ORR,ORGANOGENESIS INC.,12.83,6/17/2020,Food and Beverage
189752,LOKANATHAN,ANAND,ORGANOGENESIS INC.,107.67,2/12/2020,Food and Beverage
395248,LON,KNUDSON,ORGANOGENESIS INC.,12.21,1/8/2020,Food and Beverage
341979,LONG,LE,ORGANOGENESIS INC.,27.87,7/15/2020,Food and Beverage
1336427,LONNY,ROSENFELD,ORGANOGENESIS INC.,11.92,7/30/2020,Food and Beverage
1336427,LONNY,ROSENFELD,ORGANOGENESIS INC.,19.83,7/24/2020,Food and Beverage
1336427,LONNY,ROSENFELD,ORGANOGENESIS INC.,17.86,4/2/2020,Food and Beverage
1336427,LONNY,ROSENFELD,ORGANOGENESIS INC.,24.09,2/13/2020,Food and Beverage
1336427,LONNY,ROSENFELD,ORGANOGENESIS INC.,18.42,5/28/2020,Food and Beverage
1336427,LONNY,ROSENFELD,ORGANOGENESIS INC.,12.96,3/6/2020,Food and Beverage
1336427,LONNY,ROSENFELD,ORGANOGENESIS INC.,12.31,8/18/2020,Food and Beverage
1336427,LONNY,ROSENFELD,ORGANOGENESIS INC.,68.72,9/24/2020,Food and Beverage
51999,LOREN,COLON,ORGANOGENESIS INC.,4.81,9/15/2020,Food and Beverage
51999,LOREN,COLON,ORGANOGENESIS INC.,2.36,7/9/2020,Food and Beverage
51999,LOREN,COLON,ORGANOGENESIS INC.,7.78,7/8/2020,Food and Beverage
51999,LOREN,COLON,ORGANOGENESIS INC.,8.53,10/13/2020,Food and Beverage
51999,LOREN,COLON,ORGANOGENESIS INC.,13.31,8/25/2020,Food and Beverage
51999,LOREN,COLON,ORGANOGENESIS INC.,14.9,6/24/2020,Food and Beverage
51999,LOREN,COLON,ORGANOGENESIS INC.,18.89,4/10/2020,Food and Beverage
51999,LOREN,COLON,ORGANOGENESIS INC.,15.39,9/9/2020,Food and Beverage
51999,LOREN,COLON,ORGANOGENESIS INC.,7.19,9/8/2020,Food and Beverage
51999,LOREN,COLON,ORGANOGENESIS INC.,22.22,7/15/2020,Food and Beverage
51999,LOREN,COLON,ORGANOGENESIS INC.,9.8,8/18/2020,Food and Beverage
51999,LOREN,COLON,ORGANOGENESIS INC.,13.23,7/8/2020,Food and Beverage
51999,LOREN,COLON,ORGANOGENESIS INC.,5.74,9/29/2020,Food and Beverage
561574,LORI,HILLMAN,ORGANOGENESIS INC.,56,2/14/2020,Food and Beverage
694672,LORI,LANE,ORGANOGENESIS INC.,18.48,4/20/2020,Food and Beverage
694672,LORI,LANE,ORGANOGENESIS INC.,16.68,3/2/2020,Food and Beverage
694672,LORI,LANE,ORGANOGENESIS INC.,63.94,9/24/2020,Food and Beverage
694672,LORI,LANE,ORGANOGENESIS INC.,120.65,3/10/2020,Food and Beverage
694672,LORI,LANE,ORGANOGENESIS INC.,23.07,10/2/2020,Food and Beverage
694672,LORI,LANE,ORGANOGENESIS INC.,24.78,8/7/2020,Food and Beverage
694672,LORI,LANE,ORGANOGENESIS INC.,16.13,6/26/2020,Food and Beverage
1134709,LORI,LEE,ORGANOGENESIS INC.,39.19,9/15/2020,Food and Beverage
1134709,LORI,LEE,ORGANOGENESIS INC.,15.35,5/7/2020,Food and Beverage
157748,LORI,PARAGAS,ORGANOGENESIS INC.,18.96,2/19/2020,Food and Beverage
157748,LORI,PARAGAS,ORGANOGENESIS INC.,19.1,8/19/2020,Food and Beverage
1336112,LORIN,MICKELSEN,ORGANOGENESIS INC.,14.48,1/17/2020,Food and Beverage
1336112,LORIN,MICKELSEN,ORGANOGENESIS INC.,11.71,6/17/2020,Food and Beverage
348392,LOUIS,CAPPA,ORGANOGENESIS INC.,17.63,9/29/2020,Food and Beverage
348392,LOUIS,CAPPA,ORGANOGENESIS INC.,13.38,4/29/2020,Food and Beverage
348392,LOUIS,CAPPA,ORGANOGENESIS INC.,4.92,7/7/2020,Food and Beverage
348392,LOUIS,CAPPA,ORGANOGENESIS INC.,10.94,6/10/2020,Food and Beverage
348392,LOUIS,CAPPA,ORGANOGENESIS INC.,12.53,6/22/2020,Food and Beverage
348392,LOUIS,CAPPA,ORGANOGENESIS INC.,28.7,3/24/2020,Food and Beverage
348392,LOUIS,CAPPA,ORGANOGENESIS INC.,11.99,8/4/2020,Food and Beverage
348392,LOUIS,CAPPA,ORGANOGENESIS INC.,15.34,6/30/2020,Food and Beverage
348392,LOUIS,CAPPA,ORGANOGENESIS INC.,11.61,4/7/2020,Food and Beverage
227924,LOUIS,GIANNONE,ORGANOGENESIS INC.,22.33,6/18/2020,Food and Beverage
1158461,LOUIS,SANTANGELO,ORGANOGENESIS INC.,13.85,8/25/2020,Food and Beverage
6714807,LOYD,TOMLINSON,ORGANOGENESIS INC.,20.04,10/28/2020,Food and Beverage
214909,LUBNA,JAVED,ORGANOGENESIS INC.,12.05,1/20/2020,Food and Beverage
214909,LUBNA,JAVED,ORGANOGENESIS INC.,23.53,10/27/2020,Food and Beverage
214909,LUBNA,JAVED,ORGANOGENESIS INC.,11.78,8/11/2020,Food and Beverage
59440,LUBRINA,BRYANT,ORGANOGENESIS INC.,21.45,6/30/2020,Food and Beverage
4133711,LUIS,PEREZ,ORGANOGENESIS INC.,32.1,6/17/2020,Food and Beverage
1264661,LUIS,RODRIGUEZ ANAYA,ORGANOGENESIS INC.,15.75,8/20/2020,Food and Beverage
1264661,LUIS,RODRIGUEZ ANAYA,ORGANOGENESIS INC.,18.91,7/21/2020,Food and Beverage
1264661,LUIS,RODRIGUEZ ANAYA,ORGANOGENESIS INC.,23.4,9/10/2020,Food and Beverage
1264661,LUIS,RODRIGUEZ ANAYA,ORGANOGENESIS INC.,23.83,9/9/2020,Food and Beverage
347010,LUKE,JEFFRIES,ORGANOGENESIS INC.,16.14,3/25/2020,Food and Beverage
536856,LUKE,MARTIN,ORGANOGENESIS INC.,30.51,1/16/2020,Food and Beverage
536856,LUKE,MARTIN,ORGANOGENESIS INC.,14.28,4/27/2020,Food and Beverage
55017,LUNG,TAN,ORGANOGENESIS INC.,18.98,1/15/2020,Food and Beverage
145667,LURIS,SANCHEZ,ORGANOGENESIS INC.,15.49,4/8/2020,Food and Beverage
145667,LURIS,SANCHEZ,ORGANOGENESIS INC.,124.77,2/20/2020,Food and Beverage
310694,LUTHER,WOLFF,ORGANOGENESIS INC.,20.6,2/11/2020,Food and Beverage
15607,LY,PHAN,ORGANOGENESIS INC.,19.06,8/31/2020,Food and Beverage
15607,LY,PHAN,ORGANOGENESIS INC.,18.72,8/3/2020,Food and Beverage
436589,LYDELL,LETTSOME,ORGANOGENESIS INC.,68.37,2/11/2020,Food and Beverage
7201914,LYDIA,YUN,ORGANOGENESIS INC.,14.22,2/6/2020,Food and Beverage
93761,LYLE,BREEDING,ORGANOGENESIS INC.,28.37,10/14/2020,Food and Beverage
5702366,LYNETTE,MEECE,Organogenesis Inc.,31.39,8/11/2020,Food and Beverage
168483,LYNETTE,SANTIAGO,ORGANOGENESIS INC.,46.46,5/26/2020,Food and Beverage
524293,MAC,MACHAN,ORGANOGENESIS INC.,32.65,3/3/2020,Food and Beverage
524293,MAC,MACHAN,ORGANOGENESIS INC.,40.56,8/4/2020,Food and Beverage
215626,MACAIRA,DYMENT,ORGANOGENESIS INC.,11.11,9/18/2020,Food and Beverage
7192149,MACALEE,HARLIS,ORGANOGENESIS INC.,19.6,6/5/2020,Food and Beverage
7223194,MADELEINE,QUINN,ORGANOGENESIS INC.,121.54,2/12/2020,Food and Beverage
1219546,MADELIN,RAMIL,ORGANOGENESIS INC.,27.94,1/9/2020,Food and Beverage
1219546,MADELIN,RAMIL,ORGANOGENESIS INC.,2.07,10/15/2020,Food and Beverage
1219546,MADELIN,RAMIL,ORGANOGENESIS INC.,4.28,9/29/2020,Food and Beverage
1219546,MADELIN,RAMIL,ORGANOGENESIS INC.,22.26,9/14/2020,Food and Beverage
1219546,MADELIN,RAMIL,ORGANOGENESIS INC.,19.26,10/8/2020,Food and Beverage
1219546,MADELIN,RAMIL,ORGANOGENESIS INC.,3.48,9/29/2020,Food and Beverage
1219546,MADELIN,RAMIL,ORGANOGENESIS INC.,1.71,10/15/2020,Food and Beverage
1219546,MADELIN,RAMIL,ORGANOGENESIS INC.,55.21,10/1/2020,Food and Beverage
304179,MAGALY,RODRIGUEZ,ORGANOGENESIS INC.,21.72,6/3/2020,Food and Beverage
304179,MAGALY,RODRIGUEZ,ORGANOGENESIS INC.,19.98,4/15/2020,Food and Beverage
304179,MAGALY,RODRIGUEZ,ORGANOGENESIS INC.,15.44,6/19/2020,Food and Beverage
304179,MAGALY,RODRIGUEZ,ORGANOGENESIS INC.,20.16,2/18/2020,Food and Beverage
304179,MAGALY,RODRIGUEZ,ORGANOGENESIS INC.,19.05,5/6/2020,Food and Beverage
742200,MAHDI,ABDULLAH,ORGANOGENESIS INC.,125,1/9/2020,Food and Beverage
754735,MAHJABEEN,HASSAN,ORGANOGENESIS INC.,15.7,10/21/2020,Food and Beverage
264258,MAIKHOI,PHAM,ORGANOGENESIS INC.,11.48,5/7/2020,Food and Beverage
118982,MALCOLM,GOTTLICH,ORGANOGENESIS INC.,30.54,2/26/2020,Food and Beverage
55997,MALCOLM,KE,ORGANOGENESIS INC.,24.14,7/14/2020,Food and Beverage
159802,MALCOM,BAXTER,ORGANOGENESIS INC.,19.26,5/27/2020,Food and Beverage
1368302,MALIHA,KHAN,ORGANOGENESIS INC.,14.42,3/16/2020,Food and Beverage
502441,MALIK,ZAYED,ORGANOGENESIS INC.,15.48,2/26/2020,Food and Beverage
489818,MALLORY,PRZYBYLSKI,ORGANOGENESIS INC.,18.94,6/8/2020,Food and Beverage
1329599,MANAL,ANZ,ORGANOGENESIS INC.,16.14,3/25/2020,Food and Beverage
378587,MANDI,STRANIX,ORGANOGENESIS INC.,115.65,3/3/2020,Food and Beverage
378587,MANDI,STRANIX,ORGANOGENESIS INC.,122.8,1/10/2020,Food and Beverage
1069693,MANINDER,DESWAL,ORGANOGENESIS INC.,21.14,10/27/2020,Food and Beverage
371088,MANITA,SAWHNEY,ORGANOGENESIS INC.,15.61,7/27/2020,Food and Beverage
371088,MANITA,SAWHNEY,ORGANOGENESIS INC.,15.19,5/21/2020,Food and Beverage
371088,MANITA,SAWHNEY,ORGANOGENESIS INC.,15.07,2/20/2020,Food and Beverage
371088,MANITA,SAWHNEY,ORGANOGENESIS INC.,11.78,1/22/2020,Food and Beverage
371088,MANITA,SAWHNEY,ORGANOGENESIS INC.,16.21,1/13/2020,Food and Beverage
371088,MANITA,SAWHNEY,ORGANOGENESIS INC.,17.34,5/6/2020,Food and Beverage
371088,MANITA,SAWHNEY,ORGANOGENESIS INC.,20.08,6/1/2020,Food and Beverage
371088,MANITA,SAWHNEY,ORGANOGENESIS INC.,19.21,2/17/2020,Food and Beverage
371088,MANITA,SAWHNEY,ORGANOGENESIS INC.,11.6,4/7/2020,Food and Beverage
371088,MANITA,SAWHNEY,ORGANOGENESIS INC.,18.53,3/23/2020,Food and Beverage
371088,MANITA,SAWHNEY,ORGANOGENESIS INC.,47.93,10/7/2020,Food and Beverage
371088,MANITA,SAWHNEY,ORGANOGENESIS INC.,20.74,8/12/2020,Food and Beverage
371088,MANITA,SAWHNEY,ORGANOGENESIS INC.,20.37,1/8/2020,Food and Beverage
371088,MANITA,SAWHNEY,ORGANOGENESIS INC.,14.82,2/27/2020,Food and Beverage
371088,MANITA,SAWHNEY,ORGANOGENESIS INC.,4.91,7/7/2020,Food and Beverage
489078,MANJULATHA,BADAM,ORGANOGENESIS INC.,19.42,6/2/2020,Food and Beverage
489078,MANJULATHA,BADAM,ORGANOGENESIS INC.,30.78,10/9/2020,Food and Beverage
255186,MANNY,MOY,ORGANOGENESIS INC.,20.39,2/28/2020,Food and Beverage
45778,MANOOJ,PRASAD,ORGANOGENESIS INC.,117.7,6/24/2020,Food and Beverage
45778,MANOOJ,PRASAD,ORGANOGENESIS INC.,21.68,9/10/2020,Food and Beverage
45778,MANOOJ,PRASAD,ORGANOGENESIS INC.,19.51,5/19/2020,Food and Beverage
45778,MANOOJ,PRASAD,ORGANOGENESIS INC.,21.68,8/3/2020,Food and Beverage
319516,MANOUCHER,JALALI,ORGANOGENESIS INC.,20.11,1/22/2020,Food and Beverage
319516,MANOUCHER,JALALI,ORGANOGENESIS INC.,24.11,3/2/2020,Food and Beverage
446883,MANUEL,MENDEZ,ORGANOGENESIS INC.,23.16,9/15/2020,Food and Beverage
433648,MANUEL,RODRIGUEZ,ORGANOGENESIS INC.,20.66,1/2/2020,Food and Beverage
433648,MANUEL,RODRIGUEZ,ORGANOGENESIS INC.,22.44,3/31/2020,Food and Beverage
573961,MANUEL,RODRIGUEZ,ORGANOGENESIS INC.,28.45,3/10/2020,Food and Beverage
573961,MANUEL,RODRIGUEZ,ORGANOGENESIS INC.,40.1,9/17/2020,Food and Beverage
573961,MANUEL,RODRIGUEZ,ORGANOGENESIS INC.,30.71,8/13/2020,Food and Beverage
433648,MANUEL,RODRIGUEZ,ORGANOGENESIS INC.,27.09,8/6/2020,Food and Beverage
433648,MANUEL,RODRIGUEZ,ORGANOGENESIS INC.,24.64,7/27/2020,Food and Beverage
433648,MANUEL,RODRIGUEZ,ORGANOGENESIS INC.,22.47,6/11/2020,Food and Beverage
433648,MANUEL,RODRIGUEZ,ORGANOGENESIS INC.,22.89,4/23/2020,Food and Beverage
433648,MANUEL,RODRIGUEZ,ORGANOGENESIS INC.,20.3,6/30/2020,Food and Beverage
573961,MANUEL,RODRIGUEZ,ORGANOGENESIS INC.,31.95,2/10/2020,Food and Beverage
573961,MANUEL,RODRIGUEZ,ORGANOGENESIS INC.,34.38,1/21/2020,Food and Beverage
573961,MANUEL,RODRIGUEZ,ORGANOGENESIS INC.,114.66,2/3/2020,Food and Beverage
126618,MANZOOR,QAZI,ORGANOGENESIS INC.,18.51,5/27/2020,Food and Beverage
357810,Marc,Baer,Organogenesis Inc.,64.5,9/25/2020,Food and Beverage
52612,MARC,BARBELLA,ORGANOGENESIS INC.,17.18,10/26/2020,Food and Beverage
52612,MARC,BARBELLA,ORGANOGENESIS INC.,19.89,9/23/2020,Food and Beverage
52612,MARC,BARBELLA,ORGANOGENESIS INC.,24.99,9/9/2020,Food and Beverage
52612,MARC,BARBELLA,ORGANOGENESIS INC.,17.96,9/16/2020,Food and Beverage
221150,MARC,FEDER,ORGANOGENESIS INC.,15.37,7/2/2020,Food and Beverage
221150,MARC,FEDER,ORGANOGENESIS INC.,24.04,2/20/2020,Food and Beverage
15591,MARC,GINSBURG,ORGANOGENESIS INC.,13.45,2/18/2020,Food and Beverage
247306,MARC,HASPEL,ORGANOGENESIS INC.,121.54,2/12/2020,Food and Beverage
66805,MARC,INGLESE,ORGANOGENESIS INC.,17.49,9/30/2020,Food and Beverage
66805,MARC,INGLESE,ORGANOGENESIS INC.,16.12,9/23/2020,Food and Beverage
1104776,MARC,KLEIN,ORGANOGENESIS INC.,23.87,9/29/2020,Food and Beverage
697648,MARC,KRAKOW,ORGANOGENESIS INC.,8.18,6/19/2020,Food and Beverage
697648,MARC,KRAKOW,ORGANOGENESIS INC.,12.2,2/24/2020,Food and Beverage
697648,MARC,KRAKOW,ORGANOGENESIS INC.,16.29,9/17/2020,Food and Beverage
697648,MARC,KRAKOW,ORGANOGENESIS INC.,8.4,10/22/2020,Food and Beverage
697648,MARC,KRAKOW,ORGANOGENESIS INC.,11.17,1/17/2020,Food and Beverage
697648,MARC,KRAKOW,ORGANOGENESIS INC.,3.71,6/8/2020,Food and Beverage
697648,MARC,KRAKOW,ORGANOGENESIS INC.,2.68,3/2/2020,Food and Beverage
697648,MARC,KRAKOW,ORGANOGENESIS INC.,3.35,8/19/2020,Food and Beverage
697648,MARC,KRAKOW,ORGANOGENESIS INC.,9.7,7/18/2020,Food and Beverage
697648,MARC,KRAKOW,ORGANOGENESIS INC.,4.84,2/3/2020,Food and Beverage
697648,MARC,KRAKOW,ORGANOGENESIS INC.,7.9,2/13/2020,Food and Beverage
697648,MARC,KRAKOW,ORGANOGENESIS INC.,120.96,7/29/2020,Food and Beverage
697648,MARC,KRAKOW,ORGANOGENESIS INC.,11.73,3/17/2020,Food and Beverage
697648,MARC,KRAKOW,ORGANOGENESIS INC.,89.05,1/16/2020,Food and Beverage
697648,MARC,KRAKOW,ORGANOGENESIS INC.,5.19,10/14/2020,Food and Beverage
697648,MARC,KRAKOW,ORGANOGENESIS INC.,9.56,9/8/2020,Food and Beverage
697648,MARC,KRAKOW,ORGANOGENESIS INC.,9.04,7/15/2020,Food and Beverage
697648,MARC,KRAKOW,ORGANOGENESIS INC.,108.17,9/25/2020,Food and Beverage
697648,MARC,KRAKOW,ORGANOGENESIS INC.,10.08,8/24/2020,Food and Beverage
296712,MARC,LEDERMAN,ORGANOGENESIS INC.,18.72,3/11/2020,Food and Beverage
238375,MARC,LIPTON,ORGANOGENESIS INC.,14.37,6/11/2020,Food and Beverage
238375,MARC,LIPTON,ORGANOGENESIS INC.,15.47,3/13/2020,Food and Beverage
238375,MARC,LIPTON,ORGANOGENESIS INC.,18.98,5/6/2020,Food and Beverage
1123863,MARC,MICKIEWICZ,ORGANOGENESIS INC.,25.75,4/17/2020,Food and Beverage
502686,MARC,STRULOWITZ,ORGANOGENESIS INC.,24.47,2/7/2020,Food and Beverage
83170,MARC,YOUNG,ORGANOGENESIS INC.,15.31,9/1/2020,Food and Beverage
83170,MARC,YOUNG,ORGANOGENESIS INC.,17.38,2/25/2020,Food and Beverage
304311,MARCO,GONZALEZ,ORGANOGENESIS INC.,84.96,9/26/2020,Food and Beverage
304311,MARCO,GONZALEZ,ORGANOGENESIS INC.,37.18,9/18/2020,Food and Beverage
304311,MARCO,GONZALEZ,ORGANOGENESIS INC.,23.34,11/2/2020,Food and Beverage
1235160,MARCUS,CLAYTON,ORGANOGENESIS INC.,43.48,1/16/2020,Food and Beverage
188215,MARCUS,GITTERLE,ORGANOGENESIS INC.,24.88,7/16/2020,Food and Beverage
188215,MARCUS,GITTERLE,ORGANOGENESIS INC.,18.73,7/28/2020,Food and Beverage
188215,MARCUS,GITTERLE,ORGANOGENESIS INC.,11.08,2/13/2020,Food and Beverage
930016,MAREN,LOCKE,ORGANOGENESIS INC.,20.56,10/7/2020,Food and Beverage
80590,MARIA,BOGAERT,ORGANOGENESIS INC.,17.56,9/21/2020,Food and Beverage
253578,MARIA,BRANCA,ORGANOGENESIS INC.,124.99,2/25/2020,Food and Beverage
7233299,MARIA,CIFONE,ORGANOGENESIS INC.,23.86,7/31/2020,Food and Beverage
24766,MARIA,DESAI,ORGANOGENESIS INC.,122.08,8/6/2020,Food and Beverage
24766,MARIA,DESAI,ORGANOGENESIS INC.,8.67,7/9/2020,Food and Beverage
24766,MARIA,DESAI,ORGANOGENESIS INC.,16.21,6/4/2020,Food and Beverage
143430,MARIA,KASPER,ORGANOGENESIS INC.,1.64,6/5/2020,Food and Beverage
143430,MARIA,KASPER,ORGANOGENESIS INC.,5.67,6/30/2020,Food and Beverage
143430,MARIA,KASPER,ORGANOGENESIS INC.,16.98,10/30/2020,Food and Beverage
143430,MARIA,KASPER,ORGANOGENESIS INC.,5.59,1/2/2020,Food and Beverage
143430,MARIA,KASPER,ORGANOGENESIS INC.,14.39,2/7/2020,Food and Beverage
143430,MARIA,KASPER,ORGANOGENESIS INC.,21.75,7/24/2020,Food and Beverage
143430,MARIA,KASPER,ORGANOGENESIS INC.,2.49,8/25/2020,Food and Beverage
143430,MARIA,KASPER,ORGANOGENESIS INC.,18.5,3/25/2020,Food and Beverage
143430,MARIA,KASPER,ORGANOGENESIS INC.,8.52,6/5/2020,Food and Beverage
143430,MARIA,KASPER,ORGANOGENESIS INC.,19.43,5/19/2020,Food and Beverage
143430,MARIA,KASPER,ORGANOGENESIS INC.,0.59,6/30/2020,Food and Beverage
143430,MARIA,KASPER,ORGANOGENESIS INC.,6.02,2/6/2020,Food and Beverage
143430,MARIA,KASPER,ORGANOGENESIS INC.,2.45,8/25/2020,Food and Beverage
97511,MARIA,MARKIEWICZ,ORGANOGENESIS INC.,18.3,8/8/2020,Food and Beverage
22093,MARIA,SANTOS,ORGANOGENESIS INC.,18.73,8/7/2020,Food and Beverage
22093,MARIA,SANTOS,ORGANOGENESIS INC.,13.84,8/18/2020,Food and Beverage
310919,MARIA,SURPRENANT,ORGANOGENESIS INC.,114.66,2/3/2020,Food and Beverage
310919,MARIA,SURPRENANT,ORGANOGENESIS INC.,27.09,8/6/2020,Food and Beverage
310919,MARIA,SURPRENANT,ORGANOGENESIS INC.,20.29,6/30/2020,Food and Beverage
186288,MARIAM,AMIRI,ORGANOGENESIS INC.,27.7,2/27/2020,Food and Beverage
186288,MARIAM,AMIRI,ORGANOGENESIS INC.,27.68,7/28/2020,Food and Beverage
1054990,MARIAN,BENNER,ORGANOGENESIS INC.,13.26,2/25/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,14.45,5/14/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,17.43,5/28/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,10.02,6/25/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,11.08,10/29/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,14.15,1/23/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,14.91,6/4/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,12.35,3/19/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,13.46,7/23/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,14.02,8/20/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,12.75,9/24/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,1.17,8/20/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,11.38,10/1/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,1.94,8/6/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,9.9,2/6/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,17.33,10/22/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,38.34,10/21/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,11.54,6/11/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,15.77,9/17/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,10.93,2/27/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,11.8,4/16/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,14.91,3/26/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,16.67,8/25/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,3.45,10/29/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,10.86,10/15/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,16.35,8/6/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,13.84,9/10/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,11.07,8/13/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,14.29,7/1/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,1.41,7/23/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,12.8,4/9/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,13.36,9/3/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,10.54,1/2/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,1.76,8/25/2020,Food and Beverage
333138,MARIAN,QUERRY,ORGANOGENESIS INC.,12.95,10/9/2020,Food and Beverage
357046,MARIANNE,CARROLL,ORGANOGENESIS INC.,17.22,2/17/2020,Food and Beverage
357046,MARIANNE,CARROLL,ORGANOGENESIS INC.,29,2/26/2020,Food and Beverage
357046,MARIANNE,CARROLL,ORGANOGENESIS INC.,17.91,9/24/2020,Food and Beverage
107320,MARIANO,FARESI,ORGANOGENESIS INC.,37.44,8/21/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,17.66,9/11/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,22.46,6/11/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,20.3,10/1/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,19.25,6/26/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,15.06,6/5/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,20.75,10/8/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,22.06,5/29/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,18.07,5/8/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,19.57,3/5/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,21.93,2/20/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,16.27,4/22/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,6.42,8/14/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,17.42,8/6/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,18.05,3/13/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,17.26,8/21/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,9.69,2/28/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,17.49,5/1/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,20.49,9/3/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,18,1/9/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,16.26,4/8/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,20.49,6/29/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,19.08,4/30/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,20.08,9/24/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,22.06,7/2/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,19.4,4/2/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,15.85,10/29/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,18.55,7/8/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,13.81,7/30/2020,Food and Beverage
19918,MARIANO,FLORO,ORGANOGENESIS INC.,17.05,6/19/2020,Food and Beverage
